Domain,Temperature,MAE,RMSE,Pearson,Spearman,HelixContentError
1a1zA00,320,0.2489498062723055,0.3007768866124102,0.7607303867607398,0.8250163637601698,0.164077213717449
1a1zA00,348,0.2210460021905804,0.2653664621899358,0.7640010387252153,0.8087093354432258,0.1281325301204818
1a1zA00,379,0.2242347572106608,0.2672510526147587,0.8041650076667034,0.8529230798252545,0.1521023487890958
1a1zA00,413,0.1015090665693075,0.1250697087660454,0.8555567390127985,0.8130867926784243,0.008430814165754
1a1zA00,450,0.169709748083242,0.2043824651825137,0.7583131386915822,0.8615932015210698,0.1670700985761226
1a39A00,320,0.0741747902969848,0.1335437232970062,0.8597202317249966,0.658605509896882,0.0317082294264339
1a39A00,348,0.0738358648832464,0.1319483288752146,0.8473547448071195,0.6486997900574807,0.0301745635910224
1a39A00,379,0.0848458926679074,0.1459878826387116,0.7740385186748252,0.6376441717794313,0.0214178876276539
1a39A00,413,0.0862355474948991,0.1464105840745023,0.6669178698077317,0.6623540638417085,0.0211301292223985
1a39A00,450,0.0732364157872231,0.1012837073932388,0.5662411293496751,0.5905239696121679,0.0479590742238524
1adnA00,320,0.1384090909090909,0.1759540622316242,0.8969139482351084,0.787281598230243,0.0702667984189723
1adnA00,348,0.0897976395924956,0.117158735884612,0.9396735042006814,0.730666827008821,0.0464752546901965
1adnA00,379,0.1071126175812727,0.1515844195733467,0.8165410579532199,0.7488729129860568,0.048321700319678
1adnA00,413,0.1203903162055336,0.1439643042379531,0.7622829598452007,0.6614600473316529,0.0905879446640316
1adnA00,450,0.1071178417133927,0.1257810706662744,0.5718869554298449,0.7444879236635963,0.0967081073628091
1ak2A00,320,0.0831983951566404,0.1432895755859377,0.9495999972605424,0.913180365705632,0.0043650297905054
1ak2A00,348,0.1229380165289256,0.1878718951459345,0.914366338010235,0.9007812986486632,0.0270578512396694
1ak2A00,379,0.1190330578512396,0.172569077187085,0.930602409207206,0.929866402186338,0.0483388429752065
1ak2A00,413,0.1526078971533516,0.2114922077211812,0.8589023584585871,0.8831813867711275,0.0582572084481174
1ak2A00,450,0.1295867768595041,0.1965924688229341,0.7588421179950691,0.8751240079557873,0.0215413223140495
1aocA00,320,0.062664531024531,0.0944068837348867,0.9438547640587982,0.7964554321441581,0.0416453102453102
1aocA00,348,0.0786415584415584,0.1190735538062783,0.9017868068285336,0.7493331716742074,0.0239350649350649
1aocA00,379,0.0848337662337662,0.1302356550870851,0.8846059718160357,0.7612284568683112,0.0169584415584415
1aocA00,413,0.0908233766233766,0.1239723423853293,0.7481270089592557,0.7277518703691643,0.0306987012987013
1aocA00,450,0.0877714285714285,0.1085797874741606,0.5569145833408136,0.6472980889971878,0.0453142857142857
1b2rA02,320,0.1025387407004173,0.1920638041330341,0.9060338452631632,0.8924415646652161,0.025184358555616
1b2rA02,348,0.0943743422246416,0.1793250748518637,0.9119682018329088,0.8920239721333334,0.030209822778685
1b2rA02,379,0.0936530251688307,0.1554603931895891,0.9296106834165776,0.932633088703127,0.0127563970016275
1b2rA02,413,0.0926858404403314,0.1337004759789047,0.935769048298558,0.9169255121337302,0.0004631343373858
1b2rA02,450,0.0947255791447408,0.1172013903666781,0.8974119673624229,0.8722776202724287,0.0249265106151334
1b5fB00,320,0.0755426680599094,0.1459234885437647,0.8936419641198988,0.7055950722801727,0.0723377452687797
